positions,building,contents,profits,total
02/28/1982,1.88127348 ,0.00000000 ,0.00000000 ,1.88127300 
02/28/1982,1.18906064 ,0.59453030 ,0.00000000 ,1.78359100 
03/07/1982,1.78359096 ,2.14030900 ,0.00000000 ,3.92390000 
03/07/1982,1.90249703 ,0.00000000 ,0.00000000 ,1.90249700 
03/10/1982,1.66468490 ,0.00000000 ,0.00000000 ,1.66468500 
03/10/1982,1.48017360 ,2.97265200 ,0.00000000 ,4.45282500 
03/19/1982,1.20471463 ,0.11890610 ,0.00000000 ,1.32362100 
03/20/1982,1.18906064 ,0.41617120 ,0.00000000 ,1.60523200 
03/22/1982,9.63139120 ,15.33888000 ,0.00000000 ,24.97027300 
03/25/1982,2.73483948 ,0.00000000 ,0.00000000 ,2.73483900 
03/29/1982,1.78359096 ,0.00000000 ,0.00000000 ,1.78359100 
04/05/1982,0.91914388 ,0.71343640 ,0.17835910 ,1.81093900 
04/05/1982,1.08204518 ,1.03210500 ,0.00000000 ,2.11415000 
04/11/1982,1.30796671 ,0.08323424 ,0.00000000 ,1.39120100 
04/12/1982,1.34601665 ,0.00000000 ,0.00000000 ,1.34601700 
04/12/1982,1.50738407 ,0.00000000 ,0.00000000 ,1.50738400 
04/14/1982,1.10814507 ,0.83234240 ,0.00000000 ,1.94048800 
04/14/1982,2.37812128 ,0.15332940 ,0.03834721 ,2.56979800 
04/18/1982,1.58076576 ,0.00000000 ,0.00000000 ,1.58076600 
04/18/1982,1.40903686 ,0.07847800 ,0.00000000 ,1.48751500 
04/20/1982,0.00000000 ,1.30796700 ,0.21403092 ,1.52199800 
04/21/1982,1.44351962 ,0.24732460 ,0.00000000 ,1.69084400 
04/22/1982,0.00000000 ,1.78359100 ,0.00000000 ,1.78359100 
04/24/1982,1.12514031 ,0.13372530 ,0.00000000 ,1.25886600 
04/24/1982,1.57374792 ,0.00000000 ,0.00000000 ,1.57374800 
04/24/1982,1.22829964 ,0.23900120 ,0.00000000 ,1.46730100 
04/25/1982,2.71370511 ,0.00000000 ,0.00000000 ,2.71370500 
04/25/1982,2.66468490 ,0.07134364 ,0.00000000 ,2.73602900 
04/27/1982,1.45659929 ,0.00000000 ,0.00000000 ,1.45659900 
04/28/1982,2.13743163 ,0.00000000 ,0.00000000 ,2.13743200 
04/28/1982,2.37812128 ,0.10096910 ,0.00000000 ,2.47909000 
05/01/1982,0.00000000 ,1.78359100 ,0.59453032 ,2.37812100 
05/01/1982,1.07015458 ,3.56718200 ,0.00000000 ,4.63733700 
05/02/1982,0.59453032 ,0.59453030 ,0.00000000 ,1.18906100 
05/03/1982,1.54577883 ,0.00000000 ,0.00000000 ,1.54577900 
05/08/1982,1.90249703 ,0.43995240 ,0.00000000 ,2.34244900 
05/12/1982,0.00000000 ,2.33769300 ,0.00000000 ,2.33769300 
05/16/1982,0.68370987 ,0.65398340 ,0.05945303 ,1.39714600 
05/23/1982,0.65398335 ,3.56718200 ,0.00000000 ,4.22116500 
05/31/1982,1.54577883 ,0.09417360 ,0.00000000 ,1.63995200 
06/03/1982,1.18906064 ,0.02972652 ,0.00000000 ,1.21878700 
06/06/1982,0.83234245 ,2.85374600 ,0.00000000 ,3.68608800 
06/07/1982,2.49702735 ,0.00000000 ,0.00000000 ,2.49702700 
06/08/1982,2.49702735 ,0.00000000 ,0.00000000 ,2.49702700 
06/10/1982,0.95124851 ,2.97265200 ,1.30796671 ,5.23186700 
06/10/1982,0.83234245 ,0.47562430 ,0.00000000 ,1.30796700 
06/11/1982,1.26812485 ,0.00000000 ,0.00000000 ,1.26812500 
06/16/1982,1.66468490 ,0.50059450 ,0.00000000 ,2.16527900 
06/17/1982,4.25369917 ,0.38649350 ,0.00000000 ,4.64019300 
06/17/1982,1.78359096 ,1.18906100 ,0.00000000 ,2.97265200 
06/22/1982,0.59453032 ,0.95124850 ,0.11890606 ,1.66468500 
06/24/1982,0.95124851 ,0.23781210 ,0.00000000 ,1.18906100 
06/27/1982,7.72889417 ,3.56718200 ,0.59453032 ,11.89060600 
07/01/1982,2.55648038 ,0.30915580 ,0.00000000 ,2.86563600 
07/01/1982,1.24436742 ,0.00000000 ,0.00000000 ,1.24436700 
07/03/1982,0.00000000 ,1.72413800 ,0.00000000 ,1.72413800 
07/11/1982,5.69560048 ,0.00000000 ,0.00000000 ,5.69560000 
07/14/1982,1.24851367 ,0.11105590 ,0.00000000 ,1.35957000 
07/14/1982,2.14030916 ,3.74554100 ,1.18906064 ,7.07491100 
07/15/1982,1.40347562 ,0.00000000 ,0.00000000 ,1.40347600 
07/15/1982,1.17507491 ,0.09416885 ,0.13317479 ,1.40241900 
07/19/1982,0.00000000 ,1.31985700 ,0.00000000 ,1.31985700 
07/21/1982,1.96481451 ,1.55315800 ,0.80261593 ,4.32058900 
07/24/1982,1.48632580 ,0.35671820 ,0.00000000 ,1.84304400 
07/24/1982,1.11177170 ,0.30321050 ,0.00000000 ,1.41498200 
07/26/1982,0.00000000 ,1.48632600 ,0.00000000 ,1.48632600 
07/27/1982,4.75624257 ,0.18978950 ,0.00000000 ,4.94603200 
07/28/1982,0.73721760 ,1.17598100 ,0.00000000 ,1.91319900 
07/29/1982,3.68608799 ,9.37455400 ,6.98929845 ,20.04994100 
07/29/1982,1.43650773 ,0.00000000 ,0.00000000 ,1.43650800 
07/31/1982,3.12960761 ,2.37812100 ,0.00000000 ,5.50772900 
08/01/1982,2.25921522 ,0.95124850 ,0.00000000 ,3.21046400 
08/02/1982,1.39932818 ,0.00000000 ,0.00000000 ,1.39932800 
08/04/1982,3.57922711 ,0.61450770 ,0.80800000 ,5.00173500 
08/04/1982,2.97265161 ,0.47562430 ,0.00000000 ,3.44827600 
08/05/1982,3.09155767 ,0.46492270 ,0.00000000 ,3.55648000 
08/05/1982,1.35756837 ,0.00000000 ,0.00000000 ,1.35756800 
08/06/1982,1.23693817 ,0.89457310 ,0.00000000 ,2.13151100 
08/06/1982,1.84188585 ,0.00000000 ,0.00000000 ,1.84188600 
08/07/1982,1.42687277 ,0.00000000 ,0.00000000 ,1.42687300 
08/09/1982,2.16409037 ,0.25350770 ,0.00000000 ,2.41759800 
08/11/1982,1.25215458 ,0.00000000 ,0.00000000 ,1.25215500 
08/12/1982,1.89970273 ,0.00000000 ,0.00000000 ,1.89970300 
08/13/1982,1.15645898 ,0.40272410 ,0.00000000 ,1.55918300 
08/20/1982,1.24925327 ,0.00000000 ,0.00000000 ,1.24925300 
08/21/1982,1.90324138 ,0.00000000 ,0.00000000 ,1.90324100 
08/23/1982,0.95124851 ,0.41617120 ,0.23781213 ,1.60523200 
08/24/1982,0.00000000 ,1.75403400 ,0.47562426 ,2.22965900 
08/27/1982,1.21284185 ,0.00000000 ,0.00000000 ,1.21284200 
08/30/1982,2.37812128 ,1.07015500 ,0.00000000 ,3.44827600 
09/03/1982,1.24326754 ,0.00000000 ,0.00000000 ,1.24326800 
09/06/1982,1.29419501 ,0.28968610 ,0.09104994 ,1.67493100 
09/08/1982,1.07015458 ,0.28299640 ,0.00000000 ,1.35315100 
09/10/1982,1.42364209 ,0.36390250 ,0.00000000 ,1.78754500 
09/10/1982,1.72413793 ,0.31272290 ,0.00000000 ,2.03686100 
09/13/1982,1.90249703 ,0.07134364 ,0.00000000 ,1.97384100 
09/14/1982,1.64090369 ,0.00000000 ,0.00000000 ,1.64090400 
09/18/1982,1.85252913 ,1.05740300 ,0.00000000 ,2.90993200 
09/18/1982,2.55095838 ,0.00000000 ,0.00000000 ,2.55095800 
09/19/1982,1.42687277 ,0.08323424 ,0.29726516 ,1.80737200 
09/20/1982,2.97819025 ,1.02438800 ,0.00000000 ,4.00257800 
09/22/1982,0.47562426 ,0.95124850 ,0.00000000 ,1.42687300 
09/28/1982,1.78359096 ,0.50418670 ,0.05533413 ,2.34311200 
09/30/1982,0.93697979 ,0.45184300 ,0.00000000 ,1.38882300 
10/01/1982,2.37812128 ,1.79548200 ,0.00000000 ,4.17360300 
10/03/1982,1.27853746 ,0.00000000 ,0.00000000 ,1.27853700 
10/04/1982,0.23781213 ,2.85731300 ,0.46373365 ,3.55885900 
10/06/1982,0.80142687 ,0.39872290 ,0.00000000 ,1.20015000 
10/16/1982,1.55123424 ,0.00000000 ,0.00000000 ,1.55123400 
10/24/1982,1.69961950 ,0.00000000 ,0.00000000 ,1.69962000 
10/24/1982,14.57788347 ,45.18430000 ,5.94530321 ,65.70749100 
10/27/1982,6.80004994 ,18.56005000 ,1.90249703 ,27.26259500 
10/27/1982,12.15219976 ,3.77407800 ,0.00000000 ,15.92627800 
10/31/1982,1.27949703 ,0.00000000 ,0.00000000 ,1.27949700 
11/01/1982,2.04586207 ,0.54128300 ,0.51129608 ,3.09844100 
11/06/1982,2.11461950 ,0.83234240 ,0.00000000 ,2.94696200 
11/07/1982,1.07015458 ,0.15457790 ,0.00000000 ,1.22473200 
11/08/1982,1.07015458 ,0.47562430 ,0.11890606 ,1.66468500 
11/09/1982,1.31960166 ,0.00000000 ,0.00000000 ,1.31960200 
11/11/1982,1.51659929 ,0.00000000 ,0.00000000 ,1.51659900 
11/11/1982,1.27323068 ,0.00000000 ,0.00000000 ,1.27323100 
11/11/1982,0.00000000 ,1.66468500 ,0.00000000 ,1.66468500 
11/13/1982,1.30796671 ,0.00000000 ,0.00000000 ,1.30796700 
11/15/1982,1.36741974 ,1.60523200 ,2.49702735 ,5.46967900 
11/20/1982,1.24851367 ,0.00000000 ,0.00000000 ,1.24851400 
11/21/1982,1.98682521 ,0.00000000 ,0.00000000 ,1.98682500 
11/22/1982,1.07015458 ,0.35671820 ,0.00000000 ,1.42687300 
11/23/1982,1.42687277 ,0.00000000 ,0.00000000 ,1.42687300 
11/23/1982,2.16409037 ,0.00000000 ,0.00000000 ,2.16409000 
11/24/1982,2.14030916 ,0.00000000 ,0.00000000 ,2.14030900 
11/25/1982,1.07015458 ,0.23781210 ,0.00000000 ,1.30796700 
11/25/1982,0.41617122 ,1.08221300 ,0.00000000 ,1.49838400 
11/27/1982,0.83234245 ,0.85612370 ,0.00000000 ,1.68846600 
12/01/1982,0.00000000 ,1.83994900 ,0.00000000 ,1.83994900 
12/02/1982,2.37812128 ,1.99762200 ,0.00000000 ,4.37574300 
12/02/1982,1.31304875 ,0.47364330 ,0.00000000 ,1.78669200 
12/07/1982,1.65594411 ,0.00000000 ,0.00000000 ,1.65594400 
12/09/1982,0.95124851 ,0.23781210 ,0.00000000 ,1.18906100 
12/10/1982,3.85075981 ,0.00000000 ,0.00000000 ,3.85076000 
12/10/1982,1.07015458 ,3.09155800 ,0.00000000 ,4.16171200 
12/20/1982,1.07015458 ,1.07015500 ,0.00000000 ,2.14030900 
12/20/1982,2.14030916 ,0.00000000 ,0.00000000 ,2.14030900 
12/20/1982,2.61593341 ,0.00000000 ,0.00000000 ,2.61593300 
12/23/1982,4.16171225 ,0.00000000 ,0.00000000 ,4.16171200 
12/24/1982,3.80499405 ,15.70036000 ,2.75287515 ,22.25822600 
12/25/1982,2.25921522 ,0.00000000 ,0.00000000 ,2.25921500 
12/25/1982,2.73483948 ,1.54577900 ,0.00000000 ,4.28061800 
12/25/1982,1.30624732 ,0.00000000 ,0.00000000 ,1.30624700 
12/27/1982,4.16171225 ,1.42687300 ,0.00000000 ,5.58858500 
12/31/1982,1.01070155 ,1.78359100 ,0.00000000 ,2.79429300 
01/03/1983,1.11234705 ,0.22914350 ,0.10011124 ,1.44160200 
01/03/1983,1.04063181 ,0.30901450 ,0.00000000 ,1.34964600 
01/07/1983,1.39043382 ,0.10789770 ,0.06674082 ,1.56507200 
01/09/1983,0.97330367 ,0.13904340 ,0.00000000 ,1.11234700 
01/10/1983,1.04558843 ,0.98189990 ,0.78267520 ,2.81016400 
01/15/1983,0.80358843 ,0.97986430 ,0.00000000 ,1.78345300 
01/18/1983,2.12869855 ,0.00000000 ,0.00000000 ,2.12869900 
01/19/1983,4.22691880 ,0.12235820 ,0.00000000 ,4.34927700 
01/23/1983,0.00000000 ,2.71079000 ,0.00000000 ,2.71079000 
01/24/1983,1.00111235 ,0.13348160 ,0.00000000 ,1.13459400 
01/25/1983,1.93969522 ,0.52114680 ,0.16284427 ,2.62368600 
01/30/1983,0.46384872 ,1.69632900 ,0.23359288 ,2.39377100 
02/03/1983,1.11234705 ,4.27252500 ,0.84983315 ,6.23470500 
02/08/1983,0.71078977 ,0.66740820 ,0.00000000 ,1.37819800 
02/09/1983,0.88987764 ,0.32703000 ,0.00000000 ,1.21690800 
02/11/1983,1.04560623 ,0.11790880 ,0.00000000 ,1.16351500 
02/12/1983,1.12459066 ,0.77864290 ,0.55617353 ,2.45940700 
02/14/1983,3.55951057 ,1.16796400 ,0.00000000 ,4.72747500 
02/14/1983,1.22358176 ,0.33370410 ,0.00000000 ,1.55728600 
02/17/1983,1.00111235 ,0.30589540 ,0.00000000 ,1.30700800 
02/18/1983,2.89210234 ,0.25139040 ,0.00000000 ,3.14349300 
02/20/1983,0.88987764 ,0.30723030 ,0.00000000 ,1.19710800 
02/21/1983,1.16796440 ,0.00000000 ,0.00000000 ,1.16796400 
02/24/1983,0.00000000 ,1.11234700 ,0.00000000 ,1.11234700 
03/18/1983,1.22358176 ,0.55617350 ,0.00000000 ,1.77975500 
03/21/1983,1.49207008 ,0.15533260 ,0.00000000 ,1.64740300 
03/21/1983,1.31202558 ,0.41166630 ,0.00000000 ,1.72369200 
03/22/1983,3.33704116 ,2.22469400 ,0.00000000 ,5.56173500 
03/23/1983,1.33481646 ,0.00000000 ,0.00000000 ,1.33481600 
03/24/1983,1.44605117 ,0.00000000 ,0.00000000 ,1.44605100 
03/28/1983,1.05672970 ,0.27808680 ,0.00000000 ,1.33481600 
04/01/1983,1.11234705 ,0.47830920 ,0.00000000 ,1.59065600 
04/05/1983,0.00000000 ,1.11234700 ,0.00000000 ,1.11234700 
04/06/1983,1.73376863 ,0.52002450 ,0.77864294 ,3.03243600 
04/10/1983,2.11790879 ,1.66852100 ,0.00000000 ,3.78642900 
04/11/1983,0.16685206 ,1.66852100 ,0.38932147 ,2.22469400 
04/12/1983,1.11234705 ,1.33481600 ,0.00000000 ,2.44716400 
04/15/1983,0.00000000 ,10.01112000 ,0.00000000 ,10.01112300 
04/17/1983,0.82984316 ,0.33370410 ,0.00000000 ,1.16354700 
04/18/1983,1.11234705 ,0.00000000 ,0.00000000 ,1.11234700 
04/18/1983,2.48545495 ,0.66740820 ,0.00000000 ,3.15286300 
04/20/1983,3.72636263 ,0.00000000 ,0.00000000 ,3.72636300 
04/21/1983,0.44493882 ,4.00444900 ,0.00000000 ,4.44938800 
04/21/1983,0.83426029 ,1.33576900 ,0.11123471 ,2.28126400 
04/24/1983,0.00000000 ,2.44716400 ,1.11234705 ,3.55951100 
05/04/1983,4.44938821 ,0.00000000 ,0.00000000 ,4.44938800 
05/10/1983,0.86985539 ,0.33926590 ,0.00000000 ,1.20912100 
05/13/1983,1.02335929 ,0.13348160 ,0.00000000 ,1.15684100 
05/14/1983,0.00000000 ,2.22469400 ,0.00000000 ,2.22469400 
05/17/1983,0.66740823 ,0.57285870 ,0.00000000 ,1.24026700 
05/18/1983,0.88987764 ,0.26937820 ,0.00000000 ,1.15925600 
05/24/1983,1.66852058 ,0.00000000 ,0.00000000 ,1.66852100 
05/27/1983,1.11234705 ,1.66852100 ,0.55617353 ,3.33704100 
05/29/1983,7.78642937 ,1.50723000 ,0.77864294 ,10.07230300 
06/06/1983,1.66852058 ,0.47274750 ,0.00000000 ,2.14126800 
06/07/1983,1.16796440 ,0.30700780 ,0.00000000 ,1.47497200 
06/10/1983,0.00000000 ,1.11234700 ,0.00000000 ,1.11234700 
06/10/1983,1.68965517 ,0.00000000 ,0.00000000 ,1.68965500 
06/17/1983,1.66852058 ,0.00000000 ,0.00000000 ,1.66852100 
06/19/1983,1.22358176 ,0.37152390 ,0.02224694 ,1.61735300 
06/22/1983,0.44493882 ,0.66740820 ,0.00000000 ,1.11234700 
06/23/1983,1.77975528 ,0.27808680 ,0.11123471 ,2.16907700 
06/24/1983,0.93770857 ,0.55617350 ,0.00000000 ,1.49388200 
06/29/1983,1.11234705 ,0.18464960 ,0.11123471 ,1.40823100 
07/01/1983,0.00000000 ,1.61290300 ,0.88987764 ,2.50278100 
07/03/1983,2.25806452 ,0.00000000 ,0.00000000 ,2.25806500 
07/03/1983,3.55951057 ,0.16685210 ,0.00000000 ,3.72636300 
07/04/1983,0.80839488 ,1.08530500 ,0.00000000 ,1.89370000 
07/04/1983,1.70411568 ,0.00000000 ,0.00000000 ,1.70411600 
07/07/1983,1.97125139 ,0.28094660 ,0.09065629 ,2.34285400 
07/08/1983,1.94660734 ,0.00000000 ,0.00000000 ,1.94660700 
07/12/1983,1.27919911 ,0.00000000 ,0.00000000 ,1.27919900 
07/15/1983,1.51069633 ,0.00000000 ,0.00000000 ,1.51069600 
07/17/1983,1.77975528 ,0.66740820 ,0.00000000 ,2.44716400 
07/18/1983,2.72969967 ,0.66740820 ,0.27808676 ,3.67519500 
07/19/1983,2.02276418 ,0.35547720 ,0.00000000 ,2.37824100 
07/20/1983,1.39043382 ,0.35038930 ,0.03337041 ,1.77419400 
07/20/1983,0.79577308 ,0.66351500 ,0.05583982 ,1.51512800 
07/25/1983,1.91657397 ,0.19021130 ,0.12791991 ,2.23470500 
07/25/1983,1.38042269 ,0.32480530 ,0.11123471 ,1.81646300 
08/02/1983,0.00000000 ,3.44827600 ,0.00000000 ,3.44827600 
08/05/1983,4.67185762 ,0.00000000 ,0.00000000 ,4.67185800 
08/09/1983,0.82313682 ,0.33370410 ,0.00000000 ,1.15684100 
08/16/1983,1.11234705 ,0.11123470 ,0.00000000 ,1.22358200 
08/16/1983,0.00000000 ,3.18905200 ,0.88987764 ,4.07893000 
08/17/1983,0.77864294 ,0.41379310 ,0.00000000 ,1.19243600 
08/22/1983,1.20409344 ,0.00000000 ,0.00000000 ,1.20409300 
08/22/1983,2.55839822 ,0.00000000 ,0.00000000 ,2.55839800 
08/22/1983,1.29032258 ,0.22803110 ,0.10011124 ,1.61846500 
08/23/1983,1.38042269 ,0.26362630 ,0.17797553 ,1.82202400 
08/25/1983,1.14085762 ,0.30228030 ,0.16742603 ,1.61056400 
08/25/1983,1.22358176 ,0.55951060 ,0.07786429 ,1.86095700 
08/25/1983,4.05784205 ,3.93422800 ,0.00000000 ,7.99207000 
08/28/1983,1.44605117 ,0.33926590 ,0.00000000 ,1.78531700 
08/30/1983,4.00444939 ,0.88987760 ,0.00000000 ,4.89432700 
08/31/1983,2.52057842 ,0.00000000 ,0.00000000 ,2.52057800 
08/31/1983,0.97886541 ,0.32703000 ,0.08898776 ,1.39488300 
08/31/1983,1.39043382 ,0.00000000 ,0.00000000 ,1.39043400 
09/01/1983,1.29717909 ,0.00000000 ,0.00000000 ,1.29717900 
09/01/1983,2.22469410 ,0.88987760 ,0.55617353 ,3.67074500 
09/03/1983,0.88987764 ,2.98665200 ,0.00000000 ,3.87652900 
09/03/1983,1.80756396 ,1.77975500 ,0.00000000 ,3.58731900 
09/04/1983,1.21904004 ,0.21891430 ,0.00000000 ,1.43795400 
09/05/1983,1.17527475 ,0.00000000 ,0.00000000 ,1.17527500 
09/08/1983,1.50166852 ,0.00000000 ,0.00000000 ,1.50166900 
09/09/1983,0.55617353 ,0.60246050 ,0.34736930 ,1.50600300 
09/13/1983,1.49054505 ,3.10011100 ,1.33481646 ,5.92547300 
09/16/1983,5.56173526 ,5.40155700 ,1.66852058 ,12.63181300 
09/16/1983,2.33815350 ,0.72302560 ,0.00000000 ,3.06117900 
09/17/1983,1.01223582 ,0.29032260 ,0.13348165 ,1.43604000 
09/18/1983,1.77975528 ,0.27697440 ,0.22246941 ,2.27919900 
09/18/1983,1.03395106 ,0.45781540 ,0.00000000 ,1.49176600 
09/19/1983,4.02002225 ,2.89653200 ,0.00000000 ,6.91655400 
09/21/1983,1.45406229 ,0.15016690 ,0.00000000 ,1.60422900 
09/25/1983,1.66852058 ,0.00000000 ,0.00000000 ,1.66852100 
09/25/1983,1.15721135 ,0.00000000 ,0.00000000 ,1.15721100 
09/27/1983,0.00000000 ,1.20912100 ,0.11123471 ,1.32035600 
09/29/1983,0.66740823 ,2.78086800 ,0.00000000 ,3.44827600 
10/01/1983,1.69767519 ,0.27808680 ,0.00000000 ,1.97576200 
10/02/1983,1.33481646 ,0.47719690 ,0.04449388 ,1.85650700 
10/03/1983,1.66852058 ,0.33370410 ,0.00000000 ,2.00222500 
10/03/1983,2.34157620 ,2.40275400 ,0.55617353 ,5.30050400 
10/05/1983,3.00333704 ,1.00111200 ,0.00000000 ,4.00444900 
10/06/1983,1.12446830 ,0.00000000 ,0.00000000 ,1.12446800 
10/07/1983,1.54649499 ,0.00000000 ,0.00000000 ,1.54649500 
10/11/1983,2.22469410 ,0.33370410 ,0.00000000 ,2.55839800 
10/20/1983,0.00000000 ,1.47916600 ,0.00000000 ,1.47916600 
10/22/1983,0.06084538 ,1.13181300 ,0.06674082 ,1.25939900 
10/22/1983,0.00000000 ,3.19799800 ,0.00000000 ,3.19799800 
10/24/1983,2.00222469 ,0.77864290 ,0.33370412 ,3.11457200 
10/27/1983,1.00111235 ,0.31145720 ,0.00000000 ,1.31257000 
11/01/1983,3.55951057 ,1.77975500 ,0.33370412 ,5.67297000 
11/13/1983,7.23025584 ,6.11790900 ,0.00000000 ,13.34816500 
11/15/1983,5.65850945 ,5.77308100 ,0.00000000 ,11.43159100 
11/16/1983,2.66963293 ,1.31145700 ,0.27808676 ,4.25917700 
11/23/1983,0.64682981 ,2.10820600 ,0.61179088 ,3.36682600 
11/25/1983,0.77864294 ,0.33370410 ,0.00000000 ,1.11234700 
11/26/1983,0.00000000 ,1.11234700 ,0.00000000 ,1.11234700 
11/28/1983,0.88987764 ,0.55617350 ,0.00000000 ,1.44605100 
11/30/1983,1.44605117 ,0.62706340 ,0.00000000 ,2.07311500 
12/07/1983,1.22358176 ,0.00000000 ,0.00000000 ,1.22358200 
12/15/1983,1.05672970 ,0.55617350 ,0.00000000 ,1.61290300 
12/17/1983,1.01223582 ,0.11234710 ,0.19466073 ,1.31924400 
12/19/1983,0.65628476 ,0.47274750 ,0.00000000 ,1.12903200 
12/20/1983,1.77975528 ,0.55617350 ,0.00000000 ,2.33592900 
12/23/1983,1.11234705 ,0.61179090 ,0.00000000 ,1.72413800 
12/24/1983,6.67408231 ,4.44938800 ,0.00000000 ,11.12347100 
12/25/1983,1.11234705 ,0.55617350 ,0.00000000 ,1.66852100 
12/25/1983,0.00000000 ,1.55728600 ,0.00000000 ,1.55728600 
12/27/1983,1.55728587 ,0.00000000 ,0.00000000 ,1.55728600 
12/27/1983,1.93331146 ,0.00000000 ,0.00000000 ,1.93331100 
12/27/1983,1.59065628 ,0.13348160 ,0.00000000 ,1.72413800 
12/30/1983,0.94549499 ,0.55617350 ,0.00000000 ,1.50166900 
01/01/1984,1.20418848 ,0.89853400 ,0.10471204 ,2.20743500 
01/01/1984,0.83769634 ,0.20942410 ,0.00000000 ,1.04712000 
01/02/1984,1.05886911 ,0.31413610 ,0.05235602 ,1.42536100 
01/04/1984,1.32984293 ,0.03141361 ,0.00000000 ,1.36125700 
01/07/1984,0.00000000 ,2.09424100 ,7.21989529 ,9.31413600 
01/08/1984,1.64489005 ,0.00000000 ,0.00000000 ,1.64489000 
01/09/1984,0.00000000 ,2.61780100 ,0.00000000 ,2.61780100 
01/10/1984,2.41441047 ,0.12670160 ,0.00000000 ,2.54111200 
01/14/1984,0.00000000 ,1.25654500 ,0.31413613 ,1.57068100 
01/15/1984,1.25654450 ,0.00000000 ,0.00000000 ,1.25654500 
01/31/1984,0.94240838 ,0.20209420 ,0.31413613 ,1.45863900 
02/06/1984,1.04712042 ,0.00000000 ,0.00000000 ,1.04712000 
02/07/1984,1.97382199 ,0.25759160 ,0.00000000 ,2.23141400 
02/07/1984,2.19895288 ,0.00000000 ,0.00000000 ,2.19895300 
02/16/1984,0.00000000 ,5.02617800 ,0.00000000 ,5.02617800 
02/25/1984,1.67539267 ,0.73298430 ,0.00000000 ,2.40837700 
02/28/1984,1.05298429 ,0.59919370 ,0.00000000 ,1.65217800 
02/29/1984,1.15183246 ,0.00000000 ,0.00000000 ,1.15183200 
03/06/1984,0.80555183 ,0.24522410 ,0.26890785 ,1.31968400 
03/06/1984,2.61780105 ,0.08376963 ,0.00000000 ,2.70157100 
03/06/1984,2.19895288 ,0.34554970 ,0.00000000 ,2.54450300 
03/07/1984,1.78010471 ,0.57591620 ,0.00000000 ,2.35602100 
03/07/1984,0.00000000 ,1.25654500 ,0.00000000 ,1.25654500 
03/08/1984,1.25654450 ,0.41884820 ,0.00000000 ,1.67539300 
03/09/1984,1.36125654 ,0.00000000 ,0.00000000 ,1.36125700 
03/12/1984,0.73298429 ,3.14136100 ,0.00000000 ,3.87434600 
03/15/1984,0.87958115 ,0.89005240 ,0.00000000 ,1.76963400 
03/17/1984,0.65968586 ,0.45863870 ,0.00000000 ,1.11832500 
03/17/1984,1.72774869 ,0.48167540 ,0.00000000 ,2.20942400 
03/19/1984,0.83036649 ,0.26806280 ,0.00000000 ,1.09842900 
03/25/1984,1.15183246 ,0.00000000 ,0.00000000 ,1.15183200 
03/27/1984,2.38783351 ,0.57591620 ,0.00000000 ,2.96375000 
03/28/1984,2.61780105 ,9.00523600 ,0.00000000 ,11.62303700 
03/28/1984,11.08167539 ,3.21151800 ,0.00000000 ,14.29319400 
04/03/1984,1.25654450 ,0.03141361 ,0.00000000 ,1.28795800 
04/07/1984,1.46596859 ,0.00000000 ,0.00000000 ,1.46596900 
04/14/1984,3.15183246 ,9.42408400 ,1.04712042 ,13.62303700 
04/19/1984,0.41256545 ,0.66806280 ,0.04921466 ,1.12984300 
04/19/1984,1.28272251 ,0.53403140 ,0.58638744 ,2.40314100 
04/22/1984,4.18848168 ,1.25654500 ,0.00000000 ,5.44502600 
04/25/1984,0.83350785 ,0.21340310 ,0.00000000 ,1.04691100 
04/26/1984,1.05916230 ,0.00000000 ,0.00000000 ,1.05916200 
04/26/1984,0.00000000 ,2.09424100 ,0.00000000 ,2.09424100 
04/26/1984,0.00000000 ,1.85549700 ,0.00000000 ,1.85549700 
04/27/1984,1.57068063 ,0.00000000 ,0.00000000 ,1.57068100 
04/27/1984,1.36125654 ,0.57591620 ,0.00000000 ,1.93717300 
04/30/1984,1.78010471 ,0.21361260 ,0.20942408 ,2.20314100 
05/02/1984,2.09424084 ,0.36649210 ,0.00000000 ,2.46073300 
05/12/1984,1.08730262 ,0.34031410 ,0.00000000 ,1.42761700 
05/12/1984,1.25654450 ,0.32146600 ,0.15706806 ,1.73507900 
05/13/1984,2.61780105 ,1.46596900 ,0.00000000 ,4.08377000 
05/14/1984,1.15183246 ,0.90052360 ,0.10471204 ,2.15706800 
05/19/1984,1.46596859 ,0.00000000 ,0.00000000 ,1.46596900 
05/20/1984,0.54031414 ,0.62827230 ,0.00000000 ,1.16858600 
05/20/1984,1.04712042 ,0.07329843 ,0.10471204 ,1.22513100 
05/29/1984,0.00000000 ,1.15183200 ,0.00000000 ,1.15183200 
06/01/1984,3.45549738 ,0.31413610 ,0.00000000 ,3.76963400 
06/01/1984,1.05316754 ,0.00000000 ,0.04188482 ,1.09505200 
06/04/1984,1.15183246 ,0.05235602 ,0.00000000 ,1.20418800 
06/07/1984,0.00000000 ,2.61780100 ,0.00000000 ,2.61780100 
06/08/1984,1.36125654 ,0.50994760 ,0.00000000 ,1.87120400 
06/08/1984,2.09424084 ,2.30366500 ,0.00000000 ,4.39790600 
06/08/1984,3.35078534 ,1.25654500 ,0.00000000 ,4.60733000 
06/11/1984,0.52356021 ,15.50512000 ,2.61780105 ,18.64648400 
06/14/1984,1.04712042 ,0.00000000 ,0.00000000 ,1.04712000 
