custID,gender,state,cardholder,balance,numTrans,numIntlTrans,creditLine,fraudRisk
18241,1,6,1,5000,4,3,4,0
18242,2,48,1,0,81,9,4,0
18243,1,5,1,11000,8,4,10,0
18244,1,10,1,5048,39,10,5,0
18245,1,44,1,0,17,0,10,0
18246,1,29,1,4000,54,26,3,0
18247,1,44,2,110,19,2,3,0
18248,2,35,1,11175,21,0,18,0
18249,1,35,1,8069,23,4,13,0
18250,2,46,1,3000,20,9,2,0
18251,1,29,1,3000,39,0,2,0
18252,1,25,1,3192,39,0,10,0
18253,1,5,1,3079,15,3,9,0
18254,1,16,2,5000,13,4,4,0
18255,1,23,1,19000,9,21,18,1
18256,1,10,2,0,23,0,24,0
18257,2,15,1,0,3,0,2,0
18258,1,35,2,5000,6,0,4,0
18259,1,39,1,0,26,0,5,0
18260,1,18,1,4997,26,7,22,0
18261,1,5,1,9520,28,0,11,0
18262,1,35,1,0,30,0,5,0
18263,1,34,1,0,27,5,6,0
18264,1,39,1,24361,29,0,28,1
18265,1,34,1,0,37,0,3,0
18266,1,10,1,1845,32,0,2,0
18267,1,11,1,10000,24,16,9,0
18268,2,11,1,0,43,0,42,0
18269,1,38,1,12000,59,4,11,0
18270,2,43,1,10422,26,15,23,0
18271,1,26,1,5109,12,20,17,0
18272,1,44,1,5674,13,0,9,0
18273,2,2,1,3808,21,3,3,0
18274,1,16,1,4000,30,0,3,0
18275,1,14,1,3965,4,1,10,0
18276,1,32,1,11391,9,0,25,0
18277,1,25,1,3000,7,0,2,0
18278,1,14,2,751,59,2,3,0
18279,1,48,1,6000,3,1,5,0
18280,1,31,1,12182,42,18,54,1
18281,2,13,1,8374,20,5,9,0
18282,1,44,1,0,100,8,9,0
18283,1,32,1,0,42,0,12,0
18284,2,35,1,0,69,0,3,0
18285,2,16,1,0,12,0,4,0
18286,1,39,1,14379,11,0,23,0
18287,2,10,1,5000,12,0,4,0
18288,2,5,1,8800,20,0,19,0
18289,2,35,1,0,34,0,8,0
18290,1,35,1,0,42,0,4,0
18291,1,39,1,449,15,10,8,0
18292,1,10,1,0,26,1,5,0
18293,1,10,1,3000,80,0,2,1
18294,1,4,1,7212,10,20,7,0
18295,2,7,1,2668,14,27,13,0
18296,1,47,1,0,20,2,15,0
18297,1,5,1,7000,6,0,6,0
18298,1,36,1,3000,100,4,2,0
18299,1,44,1,2606,12,13,6,0
18300,1,9,1,0,3,0,21,0
18301,2,11,1,16000,18,17,15,1
18302,2,44,1,2059,2,0,13,0
18303,1,5,1,0,14,0,17,0
18304,1,46,1,3014,6,0,7,0
18305,2,46,1,3000,99,4,2,0
18306,1,35,1,5000,13,0,4,0
18307,2,48,1,3606,9,0,7,0
18308,1,20,1,4000,32,7,3,0
18309,2,25,1,4000,9,3,3,0
18310,1,21,1,8000,60,0,7,0
18311,1,43,1,1542,46,0,19,0
18312,1,4,1,10000,82,16,9,1
18313,2,39,1,3000,11,0,2,0
18314,1,46,1,12615,18,1,13,0
18315,1,6,1,330,12,4,20,0
18316,1,36,1,8000,7,0,7,0
18317,2,15,1,0,5,2,3,0
18318,2,48,1,3000,4,0,2,0
18319,1,44,1,9000,26,0,8,0
18320,1,11,1,8000,8,13,7,0
18321,1,48,1,3876,100,0,17,1
18322,2,6,1,4000,12,0,3,0
18323,1,36,1,4000,56,4,3,0
18324,1,17,1,5000,17,0,4,0
18325,2,10,1,0,76,0,17,0
18326,2,13,1,4036,9,4,7,0
18327,1,5,1,14000,7,0,13,0
18328,2,10,1,785,15,11,3,0
18329,2,34,1,719,37,0,13,0
18330,1,21,1,8000,13,0,7,0
18331,1,25,1,0,7,23,2,0
18332,1,10,1,7000,3,15,6,0
18333,2,50,1,5000,6,0,4,0
18334,1,35,1,14056,19,0,19,0
18335,1,36,1,4000,31,0,3,0
18336,2,35,1,0,47,0,2,0
18337,1,13,1,0,25,11,3,0
18338,1,3,1,6633,28,2,10,0
18339,1,41,1,8000,10,11,7,0
18340,2,20,1,0,54,12,19,0
18341,1,11,1,428,23,0,9,0
18342,1,5,1,0,3,0,11,0
18343,2,41,1,6000,100,11,5,0
18344,2,5,1,5000,45,2,4,0
18345,1,47,1,6000,20,0,5,0
18346,2,44,1,5000,55,0,4,0
18347,2,36,1,5000,100,0,4,1
18348,1,43,1,9000,57,0,8,0
18349,1,41,1,1479,36,19,5,0
18350,1,11,1,4286,74,0,4,0
18351,1,36,1,3000,11,0,2,0
18352,2,5,1,2502,21,0,6,0
18353,1,49,1,6000,11,0,5,0
18354,1,19,1,4000,3,0,3,0
18355,2,32,1,3000,38,0,2,0
18356,1,51,1,4000,7,7,3,0
18357,1,39,1,9099,26,0,14,1
18358,1,13,1,0,31,2,3,0
18359,1,6,1,4369,40,0,4,0
18360,1,44,1,4865,16,5,4,0
18361,1,35,1,676,25,1,6,0
18362,1,49,1,7000,17,0,6,0
18363,1,5,1,0,23,0,9,0
18364,2,4,2,13000,94,4,12,1
18365,2,23,1,7000,3,49,6,0
18366,1,44,1,0,28,0,13,0
18367,1,36,1,0,11,2,9,0
18368,1,20,1,28,12,16,3,0
18369,1,35,1,8839,12,1,13,0
18370,1,23,1,4864,95,0,5,0
18371,1,26,1,4126,5,6,4,0
18372,1,5,1,7000,3,1,6,0
18373,2,37,1,2000,85,0,1,0
18374,1,24,1,0,5,0,4,0
18375,1,39,1,9000,38,60,8,0
18376,1,43,1,4000,100,6,3,0
18377,1,46,1,12000,100,0,11,1
18378,2,19,1,0,13,2,5,0
18379,2,11,1,3719,11,39,24,0
18380,1,20,1,0,14,3,7,0
18381,1,6,1,5576,21,1,14,0
18382,1,21,1,4628,34,9,4,0
18383,1,41,1,6000,34,6,5,0
18384,1,5,1,3261,24,0,8,0
18385,1,12,1,5000,9,6,4,0
18386,2,10,1,0,3,3,3,0
18387,1,11,1,9492,2,0,23,0
18388,1,29,1,0,44,0,10,0
18389,1,36,1,9698,5,38,23,0
18390,2,4,1,1117,18,39,8,0
18391,1,36,1,3000,40,8,2,0
18392,2,5,1,4046,3,0,8,0
18393,2,38,1,688,14,5,4,0
18394,1,32,1,0,7,0,10,0
18395,2,44,1,0,71,0,5,0
18396,1,20,1,0,1,0,8,0
18397,2,5,1,4000,27,15,3,0
18398,2,44,1,3000,6,0,2,0
18399,2,10,1,2636,27,36,6,0
18400,2,44,1,4000,29,0,3,0
18401,2,32,1,4000,8,0,3,0
18402,2,37,1,5000,21,0,4,0
18403,1,16,1,0,12,0,7,0
18404,1,29,1,11000,5,0,10,0
18405,1,48,1,12000,6,0,11,0
18406,1,32,1,7000,14,6,6,0
18407,2,35,1,6000,34,0,5,0
18408,2,43,1,0,19,0,11,0
18409,2,18,1,0,45,0,4,0
18410,1,32,1,5971,27,4,7,0
18411,2,28,1,8000,9,0,7,0
18412,1,10,1,3102,17,0,3,0
18413,1,35,1,0,23,0,3,0
18414,2,44,1,3000,8,0,2,0
18415,1,35,1,7000,35,0,6,0
18416,2,35,1,16000,52,20,15,1
18417,1,32,1,2471,40,0,9,0
18418,1,15,1,0,19,2,2,0
18419,1,10,1,3124,10,6,31,0
18420,2,35,1,4000,36,1,3,0
18421,1,35,1,5206,55,0,11,0
18422,2,39,1,0,4,0,4,0
18423,1,15,1,6000,22,0,5,0
18424,2,20,1,0,14,0,2,0
18425,2,5,1,0,18,16,7,0
18426,1,25,1,6019,10,0,10,0
18427,1,3,1,0,4,0,4,0
18428,1,19,1,7743,8,6,8,0
18429,1,30,2,0,4,0,20,0
18430,2,17,1,5717,8,0,5,0
18431,1,44,1,11513,11,28,12,0
18432,1,30,1,3000,54,0,2,0
18433,2,44,1,10000,79,1,9,1
18434,1,44,1,13000,11,6,12,0
18435,2,15,1,0,2,0,5,0
18436,1,4,2,7000,100,5,6,1
18437,1,6,1,5709,19,0,8,0
18438,1,44,1,11027,12,0,15,0
18439,2,21,1,7369,11,0,12,0
18440,2,20,1,0,13,13,3,0
18441,2,35,1,9000,12,6,8,0
18442,1,33,1,70,100,2,4,0
18443,2,32,1,0,6,0,3,0
18444,1,5,1,3539,15,6,8,0
18445,1,11,1,4000,25,5,3,0
18446,2,44,1,5000,2,9,4,0
18447,1,35,1,6090,37,8,27,0
18448,2,25,1,0,9,15,11,0
18449,1,5,1,1149,53,0,42,0
18450,2,10,1,3000,14,2,2,0
18451,2,32,1,1252,41,0,5,0
18452,1,5,1,9372,35,0,12,0
18453,1,4,1,5019,10,0,19,0
18454,2,49,1,6000,15,6,5,0
18455,2,4,1,6000,100,0,5,0
18456,1,6,1,0,53,0,38,0
18457,2,36,1,0,87,0,8,0
18458,1,4,1,3228,47,0,21,0
18459,1,10,1,363,100,1,10,0
18460,2,23,1,2021,20,0,6,0
18461,1,6,1,0,28,0,35,0
18462,2,38,1,2311,7,0,14,0
18463,1,39,1,0,7,0,4,0
18464,2,15,1,3000,31,0,2,0
18465,2,46,1,8000,94,0,7,1
18466,2,23,1,0,65,0,10,0
18467,2,24,1,11000,82,0,10,1
18468,1,5,1,153,100,5,9,0
18469,2,43,1,3000,58,0,2,0
18470,1,5,1,519,16,0,4,0
18471,1,5,1,7000,14,7,6,0
18472,2,16,1,17000,7,0,16,0
18473,1,23,1,4000,18,5,3,0
18474,1,5,1,12166,3,13,28,0
18475,1,37,1,0,18,0,7,0
18476,2,24,1,0,0,2,4,0
18477,2,37,1,6000,45,0,5,0
18478,2,46,1,1001,15,0,7,0
18479,1,48,1,7334,6,0,9,0
18480,1,43,1,12899,100,2,16,1
18481,1,41,1,0,12,3,22,0
18482,2,35,1,5355,94,0,7,0
18483,1,23,1,7576,18,7,7,0
18484,2,36,1,6000,6,4,5,0
18485,1,23,1,8000,38,0,7,0
18486,1,41,1,0,17,0,4,0
18487,1,23,1,6976,15,0,10,0
18488,1,25,1,4009,41,0,12,0
18489,1,35,1,0,25,3,3,0
18490,1,29,1,0,19,0,4,0
18491,1,36,1,8000,61,0,7,1
18492,2,46,1,5000,27,10,4,0
18493,1,39,1,0,50,15,8,0
18494,2,49,1,0,51,5,7,0
18495,1,51,1,0,19,21,4,0
18496,2,44,1,5000,10,0,4,0
18497,2,33,1,0,85,22,3,0
18498,1,36,1,3088,26,0,21,0
18499,1,46,1,0,16,0,5,0
18500,1,10,1,6500,10,2,15,0
18501,1,10,1,0,61,1,19,0
18502,1,38,1,3000,6,0,2,0
18503,1,24,1,6000,23,0,5,0
18504,2,32,1,5194,16,25,7,0
18505,1,5,1,0,18,0,12,0
18506,2,15,1,6012,49,0,9,0
18507,1,39,1,16741,15,7,23,0
18508,2,39,1,730,17,12,19,0
18509,1,46,1,0,2,1,10,0
18510,1,10,1,8000,26,1,7,0
18511,1,32,1,0,9,9,11,0
18512,2,39,1,0,67,3,14,0
18513,1,5,1,0,15,9,11,0
18514,2,9,1,3487,11,0,6,0
18515,2,15,1,1368,6,2,4,0
18516,2,22,1,12099,60,0,23,1
18517,2,24,1,2695,0,10,2,0
18518,2,29,1,7000,7,0,6,0
18519,1,15,1,0,16,0,2,0
18520,1,46,1,2000,44,18,1,0
18521,2,44,1,0,22,4,3,0
18522,1,39,1,629,37,2,2,0
18523,2,35,1,11000,20,0,10,0
18524,1,5,1,4000,9,2,3,0
18525,1,5,1,13157,13,0,24,0
18526,2,21,1,9000,100,0,8,1
18527,2,43,1,0,100,0,6,0
18528,1,10,1,0,32,1,7,0
18529,2,2,1,0,37,7,4,0
18530,1,43,1,2315,35,0,29,0
18531,2,33,1,0,11,11,2,0
18532,1,21,1,5000,21,1,4,0
18533,1,20,1,0,10,0,3,0
18534,2,5,1,198,0,1,9,0
18535,2,35,1,3000,15,0,2,0
18536,2,35,1,6000,71,34,5,0
18537,2,5,1,4000,14,0,3,0
18538,1,46,1,4454,16,2,8,0
18539,1,40,1,0,3,2,11,0
18540,2,17,1,1302,42,0,6,0
18541,1,2,1,4000,35,9,3,0
18542,2,5,1,2000,15,0,1,0
18543,2,35,1,5000,1,0,4,0
18544,1,35,1,413,7,0,5,0
18545,1,29,1,6277,9,10,14,0
18546,1,39,1,3402,5,0,3,0
18547,1,42,1,2713,18,0,4,0
18548,1,17,1,9000,22,0,8,0
18549,2,43,1,0,28,4,2,0
18550,1,36,1,6000,10,0,5,0
18551,1,36,1,6000,45,0,5,0
18552,1,5,1,0,4,9,54,0
18553,1,41,1,0,26,0,4,0
18554,1,4,1,0,13,0,6,0
18555,1,20,1,5000,20,0,4,0
18556,1,5,1,5000,6,0,4,0
18557,1,15,1,0,27,0,5,0
18558,1,10,1,4509,93,0,58,1
18559,2,32,1,5000,5,0,4,0
18560,1,13,1,13000,59,0,12,0
18561,2,2,1,1993,39,0,9,0
18562,1,5,1,18932,100,0,26,1
18563,1,26,1,3165,24,7,13,0
18564,2,21,1,10468,7,0,11,0
18565,2,32,1,3717,9,4,3,0
18566,1,36,1,7769,16,20,32,0
18567,1,37,1,3135,35,1,8,0
18568,1,38,1,6000,8,60,5,0
18569,1,5,1,6000,43,0,5,0
18570,1,5,1,0,48,0,6,0
18571,1,44,1,4000,9,0,3,0
18572,2,39,1,4000,65,2,3,0
18573,2,32,1,0,6,1,18,0
18574,1,5,1,6105,19,0,9,0
18575,2,44,1,0,15,16,3,0
18576,1,39,1,3000,32,4,2,0
18577,2,25,1,0,27,0,24,0
18578,2,44,1,0,45,6,2,0
18579,1,40,1,4000,12,30,3,0
18580,1,3,1,5043,73,0,6,0
18581,2,10,1,4000,18,2,3,0
18582,2,46,1,4000,5,18,3,0
18583,1,37,1,0,10,5,5,0
18584,1,5,1,0,19,4,3,0
18585,1,5,1,0,30,9,7,0
18586,1,38,1,3000,32,0,2,0
18587,1,39,1,5632,12,20,5,0
18588,2,45,1,0,18,0,5,0
18589,1,44,1,2205,15,10,9,0
18590,1,46,1,3000,7,0,2,0
18591,1,36,1,4000,46,14,3,0
18592,1,7,1,3865,10,1,7,0
18593,2,46,1,0,16,4,6,0
18594,2,23,1,0,22,0,4,0
18595,1,48,1,6000,79,0,5,0
18596,2,41,1,0,15,0,4,0
18597,1,5,1,6000,11,0,5,0
18598,2,6,1,3963,42,9,4,0
18599,2,16,1,8323,26,15,39,0
18600,1,23,1,319,33,0,9,0
18601,1,44,1,4058,7,0,39,0
18602,2,35,1,9201,7,0,51,0
18603,1,16,1,7289,15,0,7,0
18604,2,21,1,9000,20,0,8,0
18605,2,41,1,5000,19,0,4,0
18606,2,49,1,7677,17,5,10,0
18607,1,11,1,6000,2,0,5,0
18608,1,15,1,20007,28,16,25,0
18609,1,49,1,0,24,0,3,0
18610,1,44,1,10000,46,18,9,0
18611,1,35,1,0,100,15,8,0
18612,1,5,1,5435,5,0,13,0
18613,1,5,1,13745,11,16,17,0
18614,2,23,1,4000,19,0,3,0
18615,1,44,1,0,100,1,11,0
18616,1,26,1,0,27,3,2,0
18617,1,1,1,6000,42,5,5,0
18618,2,10,1,0,23,0,7,0
18619,2,5,1,6000,10,0,5,0
18620,1,33,1,13880,39,3,17,0
18621,1,29,1,6426,21,3,6,0
18622,2,23,1,0,12,20,13,0
18623,1,7,1,2951,18,5,13,0
18624,2,11,1,4000,47,7,3,0
18625,1,36,1,11488,3,0,19,0
18626,1,29,1,9000,47,0,8,0
18627,1,5,1,14929,74,0,19,1
18628,1,29,1,3546,21,0,7,0
18629,2,32,1,0,7,5,7,0
18630,1,6,1,0,5,2,12,0
18631,1,38,1,4000,5,0,3,0
18632,2,5,1,5000,2,0,4,0
18633,2,4,1,6000,10,0,5,0
18634,1,16,1,2418,21,0,11,0
18635,2,35,2,12000,9,0,11,0
18636,1,25,1,4461,3,6,5,0
18637,1,26,1,4000,13,0,3,0
18638,2,29,1,1962,44,0,3,0
18639,1,37,1,370,6,0,6,0
18640,1,33,1,6000,18,0,5,0
18641,2,13,1,0,14,8,6,0
18642,1,38,1,1653,6,0,5,0
18643,2,44,1,4129,32,0,14,0
18644,1,22,1,12000,13,1,11,0
18645,2,25,1,6952,19,3,6,0
18646,1,35,1,6000,14,0,5,0
18647,2,37,1,7000,29,0,6,0
18648,2,41,1,0,19,0,18,0
18649,1,32,1,1114,73,0,3,0
18650,1,5,1,13075,2,8,23,0
18651,1,23,1,2404,13,10,6,0
18652,2,35,1,8621,3,3,8,0
18653,1,21,1,8000,21,0,7,0
18654,2,39,1,10000,8,0,9,0
18655,1,10,1,6327,40,0,73,0
18656,1,31,2,4000,70,0,3,0
18657,1,5,1,0,39,10,2,0
18658,1,28,1,1509,30,40,4,0
18659,1,5,1,4437,5,18,16,0
18660,1,37,1,0,8,1,13,0
18661,1,2,1,197,18,18,32,0
18662,2,23,1,1638,25,0,17,0
18663,2,48,1,697,13,0,10,0
18664,1,13,1,9000,6,0,8,0
18665,1,36,1,15361,43,0,19,0
18666,1,15,1,5081,8,0,13,0
18667,2,33,1,0,15,0,25,0
18668,2,2,1,5129,81,4,9,0
18669,1,16,1,0,19,5,8,0
18670,2,46,2,16000,0,2,15,1
18671,2,7,1,5101,23,6,5,0
18672,2,33,1,3000,42,1,2,0
18673,2,5,1,6000,18,0,5,0
18674,1,25,1,16509,2,0,17,0
18675,2,48,1,0,6,7,15,0
18676,1,21,1,7000,10,7,6,0
18677,1,29,1,0,5,4,8,0
18678,1,5,1,2495,22,5,14,0
18679,1,5,1,7000,21,13,6,0
18680,1,7,1,3647,67,14,3,0
18681,1,10,1,11000,22,0,10,0
18682,1,37,1,3777,10,12,9,0
18683,1,7,1,4000,16,0,3,0
18684,2,44,1,0,21,0,2,0
18685,1,11,1,0,11,11,2,0
18686,1,16,1,0,24,5,9,0
18687,2,2,1,0,8,0,5,0
18688,1,32,1,0,22,0,23,0
18689,2,10,1,0,18,0,8,0
18690,1,10,1,4000,85,12,3,1
18691,1,17,1,10000,6,0,9,0
18692,2,17,1,2524,42,0,12,0
18693,2,46,1,0,15,9,3,0
18694,1,39,1,0,35,0,8,0
18695,2,5,1,21800,3,2,40,1
18696,2,4,1,0,14,11,6,0
18697,2,35,2,7000,3,4,6,0
18698,1,35,1,0,9,0,3,0
18699,1,21,1,8000,9,0,7,0
18700,1,11,1,188,63,13,16,0
18701,2,16,1,8036,48,12,21,1
18702,1,41,1,9000,100,0,8,0
18703,1,32,1,3000,3,0,2,0
18704,1,10,1,0,50,26,7,0
18705,1,44,1,4000,66,9,3,0
18706,2,44,1,5000,33,4,4,0
18707,1,5,1,8000,13,0,7,0
18708,2,19,1,1597,57,0,14,1
18709,2,5,1,3000,100,0,2,0
18710,2,35,1,10000,30,8,9,0
18711,1,4,1,0,14,0,5,0
18712,2,35,1,861,38,0,4,0
18713,1,48,1,0,4,18,14,0
18714,1,15,1,6318,18,0,22,0
18715,2,5,2,4993,14,0,43,0
18716,1,32,1,0,18,1,3,0
18717,1,39,2,1252,23,0,6,0
18718,1,44,1,2457,70,0,4,0
18719,1,4,1,14912,17,60,28,0
18720,1,44,1,390,72,0,7,0
18721,1,10,1,5000,53,0,4,0
18722,2,21,1,0,19,12,4,0
18723,1,41,1,3000,6,2,2,0
18724,1,39,1,3330,26,7,7,0
18725,2,21,1,0,8,0,7,0
18726,2,25,1,11002,6,0,14,0
18727,1,4,1,3000,5,35,2,0
18728,1,20,1,8562,33,0,16,0
18729,1,35,1,5246,8,0,6,0
18730,1,28,1,0,1,0,27,0
18731,2,48,1,0,55,16,3,0
18732,1,5,1,4000,23,0,3,0
18733,1,21,1,0,59,0,9,0
18734,1,23,1,7000,15,0,6,0
18735,1,35,1,0,15,0,3,0
18736,2,48,1,6000,22,10,5,0
18737,1,21,1,0,27,0,6,0
18738,1,33,1,7714,14,0,7,0
18739,1,50,1,0,4,8,8,0
18740,2,14,1,5108,7,0,9,0
18741,1,5,1,0,4,12,4,0
18742,2,39,1,0,34,11,11,0
18743,2,44,1,0,45,7,4,0
18744,1,20,1,0,23,0,8,0
18745,2,15,1,6000,27,0,5,0
18746,1,34,1,9517,71,0,12,0
18747,2,5,1,3074,36,6,3,0
18748,1,3,1,14000,18,13,13,1
18749,1,24,1,3975,7,13,4,0
18750,2,49,1,8886,5,0,16,0
18751,1,20,1,0,8,0,11,0
18752,1,5,1,10971,34,0,75,1
18753,2,25,1,6000,89,1,5,0
18754,2,29,1,0,23,4,9,0
18755,1,10,1,1275,4,19,3,0
18756,1,5,1,9000,44,1,8,0
18757,2,36,1,4000,56,4,3,0
18758,2,13,1,485,24,16,20,0
18759,1,35,1,14316,41,0,24,1
18760,1,49,1,2000,26,13,1,0
18761,1,36,1,5666,11,8,11,0
18762,2,29,1,7112,59,0,17,0
18763,1,35,1,5000,5,26,4,0
18764,1,32,1,0,3,0,5,0
18765,2,10,1,2317,11,5,3,0
18766,2,44,1,7000,16,1,6,0
18767,1,23,1,2991,66,12,2,0
18768,1,22,1,0,76,0,6,0
18769,1,5,1,9686,35,0,51,1
18770,1,16,1,6000,16,0,5,0
18771,2,43,1,5000,16,4,4,0
18772,1,5,1,7000,20,0,6,0
18773,1,29,1,2789,42,0,2,0
18774,2,36,1,5000,44,4,4,0
18775,1,44,1,4000,49,0,3,0
18776,1,3,1,0,35,12,7,0
18777,1,35,1,0,6,2,75,0
18778,1,41,1,4000,53,0,3,0
18779,2,21,1,6000,5,0,5,0
18780,1,11,1,7000,25,10,6,0
18781,1,3,1,20071,4,0,21,0
18782,2,20,1,0,11,0,4,0
18783,1,48,1,0,8,3,8,0
18784,2,46,1,4000,59,13,3,0
18785,2,49,1,9000,4,10,8,0
18786,1,29,1,3000,7,0,2,0
18787,1,44,1,0,10,57,5,0
18788,2,34,1,14000,6,13,13,1
18789,1,39,1,5000,13,0,4,0
18790,1,10,1,2000,6,0,1,0
18791,1,7,1,0,31,28,2,0
18792,2,5,1,5000,17,0,4,0
18793,1,36,1,4363,25,0,7,0
18794,1,21,1,13496,34,0,15,0
18795,1,25,1,576,26,0,12,0
18796,1,15,1,2925,55,17,6,0
18797,1,33,1,4000,28,0,3,0
18798,2,4,1,0,100,3,4,0
18799,1,34,1,9320,19,0,11,0
18800,2,48,1,0,85,12,54,1
18801,2,45,1,0,20,0,12,0
18802,1,19,1,0,21,2,15,0
18803,1,33,1,0,16,0,4,0
18804,1,5,1,162,44,0,10,0
18805,1,3,1,0,30,2,9,0
18806,1,32,1,0,19,0,4,0
18807,2,5,1,0,11,0,7,0
18808,1,39,1,8000,35,0,7,0
18809,2,7,1,3824,19,0,9,0
18810,2,8,1,0,17,9,12,0
18811,1,21,1,3751,13,0,13,0
18812,2,28,1,780,16,0,4,0
18813,1,32,1,0,11,0,13,0
18814,1,39,1,2455,12,1,10,0
18815,1,24,1,4000,26,5,3,0
18816,1,45,1,658,100,0,4,0
18817,1,5,1,4000,30,6,3,0
18818,1,46,1,4000,7,0,3,0
18819,2,44,1,581,81,0,2,0
18820,2,36,1,5000,47,1,4,0
18821,1,23,1,0,12,0,6,0
18822,2,5,1,12000,20,2,11,0
18823,1,20,1,13916,43,0,15,0
18824,2,45,2,16,32,3,10,0
18825,1,5,1,0,36,0,8,0
18826,1,46,1,1183,28,0,5,0
18827,1,31,1,8675,34,2,16,0
18828,1,10,1,6126,3,0,11,0
18829,1,41,1,0,23,0,15,0
18830,1,11,1,0,25,0,4,0
18831,2,36,1,4807,23,0,16,0
18832,1,39,1,0,50,5,17,0
18833,1,44,1,3000,7,2,2,0
18834,2,35,1,14000,37,0,13,0
18835,1,39,1,3671,94,6,7,0
18836,1,5,1,0,9,2,4,0
18837,1,38,1,5000,33,0,4,0
18838,1,18,1,10561,19,0,15,0
18839,2,24,1,6452,16,0,26,0
18840,1,4,1,0,10,18,2,0
18841,2,5,1,4000,16,0,3,0
18842,1,35,1,1407,98,0,6,0
18843,2,35,1,2602,8,0,7,0
18844,1,2,1,0,34,21,3,0
18845,2,10,1,2769,9,4,13,0
18846,2,7,1,0,4,0,8,0
18847,2,16,1,7668,46,0,11,0
18848,1,19,1,3000,15,19,2,0
18849,2,5,1,3000,100,0,2,0
18850,2,48,1,0,23,2,5,0
18851,1,15,1,3862,73,0,5,1
18852,1,29,1,1997,63,1,7,0
18853,2,5,1,2591,100,1,6,0
18854,1,29,1,4000,18,17,3,0
18855,1,35,1,7000,27,0,6,0
18856,1,44,2,1330,19,14,2,0
18857,1,11,1,9263,15,0,13,0
18858,1,3,1,3309,17,6,28,0
18859,1,19,1,6221,25,0,6,0
18860,2,13,1,0,44,0,7,0
18861,1,36,1,7000,79,0,6,0
18862,1,32,1,4000,8,17,3,0
18863,1,10,1,3000,36,0,2,0
18864,1,15,1,4979,15,20,47,0
18865,1,5,1,2040,56,23,74,1
18866,2,39,1,4342,27,0,4,0
18867,2,5,1,2000,10,0,1,0
18868,2,32,1,9000,3,0,8,0
18869,1,2,1,5000,8,15,4,0
18870,2,8,1,5000,100,0,4,0
18871,1,5,1,0,5,0,3,0
18872,1,10,1,11122,27,2,21,1
18873,1,36,1,0,3,0,2,0
18874,1,6,1,2646,32,60,8,0
18875,1,32,1,3300,7,0,3,0
18876,1,21,1,3000,18,4,2,0
18877,1,24,2,8000,10,0,7,0
18878,1,32,1,3000,17,0,2,0
18879,1,23,1,7098,89,0,14,0
18880,1,19,1,5000,3,0,4,0
18881,1,43,1,10000,28,22,9,0
18882,1,5,1,0,39,0,19,0
18883,1,5,1,0,13,0,12,0
18884,1,49,1,11267,29,3,30,1
18885,2,13,1,0,43,0,9,0
18886,1,23,1,5513,16,8,9,0
18887,1,45,1,977,46,1,36,0
18888,1,45,1,14610,32,0,14,0
18889,2,41,1,9344,2,0,9,0
18890,2,44,1,8165,100,0,31,1
18891,2,46,1,0,9,0,3,0
18892,2,35,1,0,26,0,14,0
18893,2,34,1,4605,6,16,4,0
18894,2,43,1,6000,19,2,5,0
18895,1,10,1,4000,3,2,3,0
18896,1,29,1,1468,23,0,40,0
18897,2,2,1,3540,78,3,6,0
18898,1,33,1,4000,5,0,3,0
18899,2,19,1,9940,11,2,32,0
18900,2,32,1,8457,31,4,45,0
18901,2,36,1,2359,20,0,5,0
18902,1,10,1,3283,42,0,6,0
18903,1,13,1,0,55,3,25,0
18904,1,5,1,8521,9,9,8,0
18905,1,5,1,301,22,0,8,0
18906,1,37,1,4000,25,0,3,0
18907,1,46,1,4000,2,7,3,0
18908,1,39,1,0,11,0,4,0
18909,2,32,1,3000,6,5,2,0
18910,1,5,1,0,5,0,15,0
18911,2,32,1,7624,20,0,35,0
18912,2,2,1,13000,1,12,12,0
18913,1,28,1,0,11,0,4,0
18914,1,43,1,1935,39,0,2,0
18915,1,38,1,5000,19,0,4,0
18916,1,35,1,4000,32,0,3,0
18917,2,36,1,9000,41,0,8,0
18918,1,36,1,3879,100,1,13,1
18919,1,39,1,12000,14,0,11,0
18920,2,23,1,3000,38,2,2,0
18921,2,29,1,8000,42,0,7,0
18922,2,46,1,3208,11,4,3,0
18923,1,4,1,6000,16,33,5,0
18924,2,29,1,1728,20,36,7,0
18925,1,29,1,0,35,2,1,0
18926,1,15,1,6000,10,0,5,0
18927,1,2,1,7000,4,4,6,0
18928,1,23,1,3000,21,0,2,0
18929,2,3,1,2065,100,2,23,0
18930,1,50,1,8900,6,0,13,0
18931,2,44,1,12000,24,0,11,0
18932,2,35,1,0,42,0,2,0
18933,1,5,1,3000,100,0,2,0
18934,2,5,1,6000,18,0,5,0
18935,1,35,1,5000,29,0,4,0
18936,1,10,1,6000,15,10,5,0
18937,2,5,1,9788,23,0,15,0
18938,1,5,1,7628,7,15,21,1
18939,1,37,1,572,21,0,2,0
18940,2,5,1,3000,58,0,2,0
18941,2,20,1,4377,2,5,9,0
18942,2,23,1,0,9,3,6,0
18943,2,16,1,4430,71,3,29,0
18944,2,44,1,7656,28,20,7,0
18945,1,48,1,3977,27,1,8,0
18946,2,38,1,7000,11,0,6,0
18947,1,39,1,3000,14,9,2,0
18948,2,10,1,0,6,11,4,0
18949,2,19,1,7154,35,4,17,0
